Date,IJR,MDY,SHY,SPY,TIP,VTI,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2003-12-31,16.689945220947266,80.20455932617188,53.731834411621094,73.67724609375,50.165828704833984,35.69556427001953,7.368560791015625,14.562704086303711,17.572900772094727,7.647756576538086,12.25951862335205,5.389255523681641,20.71303367614746,12.00036334991455
2004-01-31,17.18441390991211,81.95475006103516,53.7969856262207,75.13390350341797,50.777469635009766,36.627681732177734,7.53438663482666,15.038982391357422,17.750219345092773,7.974234104156494,12.25951862335205,5.5001349449157715,21.28325653076172,11.93177604675293
2004-02-29,17.498289108276367,83.9332275390625,54.05730438232422,76.15345764160156,51.867496490478516,37.140689849853516,7.930229187011719,15.468666076660156,17.61886978149414,7.771591663360596,12.957489013671875,5.604088306427002,21.509967803955078,12.190908432006836
2004-03-31,17.763832092285156,84.27547454833984,54.20952224731445,75.14480590820312,52.73060989379883,36.76051712036133,7.880656719207764,15.289016723632812,17.403348922729492,7.565199851989746,12.925373077392578,5.6638336181640625,20.613218307495117,12.115669250488281
2004-04-30,17.072736740112305,81.22479248046875,53.633731842041016,73.72296142578125,50.188026428222656,35.94308090209961,8.0149564743042,14.623374938964844,17.39675521850586,7.276252746582031,13.094854354858398,5.421627998352051,21.253721237182617,11.978302001953125
2004-05-31,17.441978454589844,83.28400421142578,53.63115310668945,74.98531341552734,51.20157241821289,36.46446990966797,7.99077844619751,14.872986793518066,17.82508659362793,7.561448097229004,13.021410942077637,5.486837387084961,21.184843063354492,12.054621696472168
2004-06-30,18.400909423828125,84.94242095947266,53.6206169128418,76.3726577758789,51.12932205200195,37.204917907714844,8.489130973815918,14.938770294189453,18.925342559814453,7.767841339111328,13.092852592468262,5.581862449645996,21.105730056762695,12.085780143737793
2004-07-31,17.387113571166992,81.04316711425781,53.76985549926758,73.91204071044922,51.54337692260742,35.88172149658203,8.75070858001709,14.61992359161377,18.397066116333008,7.29501485824585,12.44643497467041,5.6664347648620605,19.973094940185547,11.627254486083984
2004-08-31,17.21336555480957,81.02787780761719,54.166961669921875,74.09208679199219,52.93085861206055,35.90196990966797,8.615877151489258,15.095574378967285,18.410266876220703,6.97229528427124,12.667576789855957,5.896662712097168,20.29768943786621,11.604330062866211
2004-09-30,18.066631317138672,83.01939392089844,54.115543365478516,74.83574676513672,52.97453689575195,36.50571823120117,9.457039833068848,14.956646919250488,18.806041717529297,7.174934387207031,12.333949089050293,5.934091091156006,19.94277572631836,11.938962936401367
2004-10-31,18.44114112854004,84.43688201904297,54.275421142578125,75.79998779296875,53.55419158935547,37.162925720214844,9.513895034790039,15.035468101501465,18.998226165771484,7.490150451660156,12.413664817810059,6.223100662231445,19.499448776245117,12.42111587524414
2004-11-30,20.059425354003906,89.58580780029297,53.96303176879883,79.17438507080078,53.38002395629883,38.924530029296875,10.155552864074707,15.50320053100586,20.190980911254883,7.872916221618652,12.721158027648926,6.5002593994140625,19.88043212890625,12.941532135009766
2004-12-31,20.429405212402344,92.95043182373047,54.08837127685547,81.5592269897461,54.31897735595703,40.25800323486328,9.869094848632812,16.1441707611084,20.692340850830078,8.078910827636719,13.196812629699707,6.660358428955078,20.976722717285156,13.546092987060547
2005-01-31,19.971126556396484,90.72267150878906,54.06846237182617,79.73059844970703,54.32412338256836,39.251983642578125,10.203317642211914,15.79515552520752,20.112932205200195,7.623495578765869,13.351190567016602,6.801462173461914,20.32358741760254,12.966476440429688
2005-02-28,20.528594970703125,94.02587890625,53.92937088012695,81.39725494384766,54.03718185424805,40.07041549682617,11.915188789367676,15.6893949508667,20.34602928161621,7.63497257232666,13.334043502807617,6.947340965270996,20.93503761291504,12.897384643554688
2005-03-31,20.006446838378906,92.66524505615234,53.938026428222656,79.90829467773438,54.15544509887695,39.3203239440918,11.687695503234863,15.09245491027832,20.33709716796875,7.485721111297607,13.217205047607422,7.024168968200684,20.818214416503906,12.746665000915527
2005-04-30,18.89309310913086,89.22492980957031,54.21879959106445,78.41117858886719,55.11806869506836,38.45423126220703,11.055185317993164,15.119035720825195,19.595266342163086,7.221653938293457,13.079397201538086,7.241040229797363,21.543289184570312,11.935586929321289
2005-05-31,20.11477279663086,94.31997680664062,54.43325424194336,80.93797302246094,55.536869049072266,39.946800231933594,11.363260269165039,15.565593719482422,20.216806411743164,7.72299861907959,13.383702278137207,7.236222743988037,21.81519317626953,12.673629760742188
2005-06-30,20.8279972076416,96.76976776123047,54.56756591796875,81.06059265136719,55.8242301940918,40.24969482421875,12.156325340270996,15.759622573852539,19.684267044067383,7.623495578765869,13.125130653381348,7.667017936706543,21.699844360351562,12.618998527526855
2005-07-31,22.107511520385742,101.7376708984375,54.362945556640625,84.16204833984375,54.444610595703125,42.01194381713867,13.017799377441406,16.005619049072266,20.434650421142578,8.05594539642334,13.546287536621094,7.83950662612915,22.18937110900879,13.335020065307617
2005-08-31,21.747882843017578,100.7564926147461,54.72122573852539,83.37307739257812,55.82266616821289,41.55504608154297,13.84918212890625,15.743573188781738,19.95226287841797,7.979405403137207,13.309745788574219,7.890524387359619,22.112449645996094,12.89616870880127
2005-09-30,21.904993057250977,101.3969955444336,54.5574836730957,84.04219818115234,55.73638153076172,41.884033203125,14.719796180725098,15.87830924987793,20.286592483520508,7.998541831970215,13.498008728027344,8.224159240722656,21.989912033081055,12.529643058776855
2005-10-31,21.123760223388672,98.36093139648438,54.51266098022461,82.05452728271484,55.00511169433594,40.90034866333008,13.389619827270508,16.36240577697754,19.99736213684082,7.814844608306885,13.434236526489258,7.6979079246521,21.3165340423584,12.275115966796875
2005-11-30,22.212177276611328,103.93731689453125,54.72502517700195,85.66100311279297,55.1021614074707,42.78831481933594,13.589834213256836,17.142335891723633,21.16101837158203,8.308533668518066,13.555990219116211,7.685667991638184,21.576061248779297,12.764888763427734
2005-12-31,21.96829605102539,104.59620666503906,54.916107177734375,85.49712371826172,55.67171859741211,42.79587173461914,13.834392547607422,17.14581871032715,21.2611026763916,8.053340911865234,13.571837425231934,7.7517008781433105,22.322601318359375,12.65564250946045
2006-01-31,23.769853591918945,110.17192840576172,55.012001037597656,87.55023956298828,55.687992095947266,44.17346954345703,15.855507850646973,17.29741668701172,21.322002410888672,8.323068618774414,13.59515380859375,7.939385414123535,22.611143112182617,12.880457878112793
2006-02-28,23.655824661254883,109.861328125,55.03053665161133,88.051513671875,55.687992095947266,44.270626068115234,14.392599105834961,17.665559768676758,21.985143661499023,8.342340469360352,13.711695671081543,8.043102264404297,22.87151527404785,12.973487854003906
