Date,Sector Rotation Top-2 Gross,Sector Rotation Top-2 Net,VTI Buy and Hold,SPY Buy and Hold
2006-11-30,0.020526213752646294,0.020276213752646294,0.023294808779465326,0.019885566834587642
2006-12-31,-0.003244264050449641,-0.0034942640504496414,0.012015408015823459,0.01337082922184507
2007-01-31,0.008375167275985584,0.007875167275985584,0.018614697669487867,0.015040358381005925
2007-02-28,-0.030189220742954603,-0.030689220742954604,-0.016243852320144025,-0.01961738279425429
2007-03-31,0.001696004446963273,0.001446004446963273,0.011209101552733136,0.011589024242320667
2007-04-30,0.03746310693756383,0.03721310693756383,0.04022057020553471,0.0442956921135893
2007-05-31,0.06483936221651532,0.06458936221651532,0.03723851014675783,0.03391980437417619
2007-06-30,0.005893504257036664,0.005643504257036663,-0.017627625682866355,-0.014620709244828611
2007-07-31,-0.0009038496029428189,-0.0009038496029428189,-0.035346356982933536,-0.03131023044629955
2007-08-31,0.0061410663011992606,0.00589106630119926,0.014711880473881278,0.01283307579520776
2007-09-30,0.0558879496354695,0.0556379496354695,0.03846748004240452,0.03871443097588445
2007-10-31,0.006249796897292104,0.005999796897292103,0.0179231686569028,0.013566304795971096
2007-11-30,-0.0587320841914285,-0.0589820841914285,-0.04522135446726039,-0.038732337976176257
2007-12-31,0.04073930131433978,0.04048930131433978,-0.006944964813378807,-0.011261106276478028
2008-01-31,-0.12539029336146051,-0.12564029336146051,-0.061659990559079114,-0.06046065730174521
2008-02-29,0.03620104722705997,0.03595104722705997,-0.024964212331155533,-0.02584273132342485
2008-03-31,0.006471886264238835,0.006471886264238835,-0.008946166761381824,-0.008942471734053825
2008-04-30,0.06662309824752122,0.06662309824752122,0.04885511781536578,0.04766281462763122
2008-05-31,0.03041000415918682,0.03041000415918682,0.020159889387659558,0.015115957619196374
2008-06-30,-0.031059694474900368,-0.03130969447490037,-0.08120771561925455,-0.08357552763931275
2008-07-31,-0.09178768946042559,-0.09178768946042559,-0.006241463337011477,-0.008985774443587058
2008-08-31,0.010628406687563485,0.010628406687563485,0.014602277309142542,0.015453309855068209
2008-09-30,-0.13689398650934187,-0.13689398650934187,-0.09241071196138873,-0.09417312696182523
2008-10-31,-0.05751950834234282,-0.05801950834234282,-0.17477750677256576,-0.1651869321791819
2008-11-30,0.004489817107738658,0.004489817107738658,-0.08014941153647881,-0.06960639085753417
2008-12-31,0.002894730387014821,0.002894730387014821,0.01766131699600204,0.009796345840573428
2009-01-31,-0.11307484101266996,-0.11357484101266996,-0.08046511633303888,-0.08211409196828368
2009-02-28,-0.06267630805337238,-0.06317630805337238,-0.10525028346411303,-0.1074492834184676
2009-03-31,0.023738965133983103,0.023488965133983103,0.08272216420367973,0.0833107909272004
2009-04-30,0.14479764463687816,0.14429764463687816,0.10990395780439965,0.09934616810156016
2009-05-31,0.00794456664215687,0.00794456664215687,0.054632269418690704,0.058453315504254144
2009-06-30,-0.007660701338805032,-0.007910701338805032,0.0036735217113010865,-0.00065501261987988
2009-07-31,0.08835560293785394,0.08810560293785394,0.07737138842975955,0.07460604974260754
2009-08-31,0.025731590810682103,0.025731590810682103,0.03711131057139716,0.03693964655010418
2009-09-30,0.03648225150825213,0.03623225150825213,0.041335064239706565,0.03545701278658542
2009-10-31,-0.04161679975654503,-0.04161679975654503,-0.02631104013233565,-0.019225205968010695
2009-11-30,0.04186465129862782,0.04136465129862782,0.056919042574929524,0.06160691255229911
2009-12-31,0.051952365680191126,0.051702365680191126,0.02863066121112623,0.019100416035707557
2010-01-31,-0.05740084912316967,-0.05740084912316967,-0.035657068232017974,-0.03634193191094859
2010-02-28,0.045475683870362826,0.045225683870362826,0.03440025262484259,0.031194138770123336
2010-03-31,0.0835285408389913,0.0835285408389913,0.06395805752084094,0.06088004493877919
2010-04-30,0.02786993341407673,0.02761993341407673,0.02181543413149023,0.015470067479121719
2010-05-31,-0.08077514135587788,-0.08102514135587788,-0.0788306278074512,-0.07945427596284793
2010-06-30,-0.08297199759915913,-0.08297199759915913,-0.058405257568883484,-0.051740892097764
2010-07-31,0.09178236883293489,0.09178236883293489,0.07020555269902218,0.06830008470818472
2010-08-31,-0.054544120379104055,-0.054544120379104055,-0.04711107343608245,-0.04498050630315187
2010-09-30,0.11274162230500506,0.11274162230500506,0.09463681220603615,0.08955457677635081
2010-10-31,0.04207256759903899,0.04207256759903899,0.040260283009122544,0.038202423017429155
2010-11-30,0.004407069685776255,0.004157069685776255,0.005105552859415274,0.0
2010-12-31,0.06707123944171056,0.06682123944171056,0.06959390681899902,0.06685192295620257
2011-01-31,0.05554178067169169,0.05529178067169169,0.020483323116444074,0.023300188586442117
2011-02-28,0.04746593974065583,0.04746593974065583,0.036975555349568756,0.034737554166521134
2011-03-31,0.02056406172426062,0.02056406172426062,0.004185486445449138,0.00012002709269021139
2011-04-30,0.018248398498722396,0.018248398498722396,0.02896189878007971,0.02896160640521428
2011-05-31,-0.03476118788244903,-0.03476118788244903,-0.010608159006009088,-0.011214424661007416
2011-06-30,-0.012339316162381264,-0.012339316162381264,-0.017995296326405508,-0.016870080598922477
2011-07-31,0.00033550876079541103,8.550876079541103e-05,-0.022660923519184695,-0.020004349147908163
2011-08-31,-0.07730855907762124,-0.07730855907762124,-0.06088285960474371,-0.05497566898389161
2011-09-30,-0.10659358426961896,-0.10659358426961896,-0.07571970928612715,-0.0694208756863206
2011-10-31,0.1107263791675529,0.1104763791675529,0.113651977197188,0.10914721548841655
2011-11-30,-0.011084631288156233,-0.011084631288156233,-0.0037337012400506797,-0.004063894702377113
2011-12-31,-0.011355993954321408,-0.011605993954321409,0.009770866757925045,0.01044854889611102
2012-01-31,0.04075504087925497,0.04050504087925497,0.05069989983101708,0.046374645381635604
2012-02-29,0.03657103325556099,0.03632103325556099,0.04218483146992957,0.043405168523311444
2012-03-31,0.04617358782371983,0.04592358782371983,0.03067737235002066,0.03216388456107855
2012-04-30,0.0001298718273921584,0.0001298718273921584,-0.006366408674707724,-0.006675612292192046
2012-05-31,-0.059206024627843024,-0.059206024627843024,-0.062256231655175354,-0.0600558491296187
2012-06-30,0.0260026553815641,0.0260026553815641,0.0404515089487516,0.04058120807844756
2012-07-31,0.006482638330323587,0.006482638330323587,0.008751300573171639,0.011829715954315034
2012-08-31,0.0441007512209276,0.0441007512209276,0.027023797846724484,0.02505243596349538
2012-09-30,0.023068048496812654,0.023068048496812654,0.024912746449295753,0.025351231644098915
2012-10-31,-0.01783941872605993,-0.01808941872605993,-0.018057841526703422,-0.018198846141878944
2012-11-30,0.011442887695849613,0.011192887695849613,0.007743031265206257,0.005660139467829728
2012-12-31,0.025500212480414453,0.025500212480414453,0.012928637489727057,0.008934452818790017
2013-01-31,0.0585528104031644,0.0585528104031644,0.05417600689290447,0.05118982415278217
2013-02-28,0.014020884132635691,0.014020884132635691,0.012815359135566196,0.012759087952648906
2013-03-31,0.04124823236043462,0.04124823236043462,0.03948468817015205,0.03797157375575555
2013-04-30,0.028642807115562108,0.028642807115562108,0.016057434903576917,0.019211976785606932
2013-05-31,0.0443064595647068,0.0443064595647068,0.024434709863692117,0.023609986526548443
2013-06-30,-0.004468026833229721,-0.004968026833229722,-0.014367098330123507,-0.013344549758374069
2013-07-31,0.05749064108939794,0.05749064108939794,0.05745729615041251,0.0516767039262267
2013-08-31,-0.040351034529384655,-0.040351034529384655,-0.030313252500592358,-0.02999248949922817
2013-09-30,0.02289231594683705,0.02289231594683705,0.038971250996588935,0.031646568992917956
2013-10-31,0.0535809444624209,0.0535809444624209,0.04266937596988929,0.046306887695614085
2013-11-30,0.03138508329149192,0.03138508329149192,0.027026921150320682,0.029637649553863055
2013-12-31,0.007144238218687815,0.007144238218687815,0.02733512380169234,0.025926353701177796
2014-01-31,-0.021136389699722313,-0.021136389699722313,-0.03169294440964454,-0.03524789893043412
2014-02-28,0.04835727087641284,0.04810727087641284,0.04866503557547319,0.045515520423885736
2014-03-31,0.010465847418878682,0.010465847418878682,0.005093419122366161,0.008295699136713575
2014-04-30,0.017941356927010932,0.017941356927010932,0.0006157640183963586,0.006951342706670083
2014-05-31,0.008928508299286875,0.008928508299286875,0.021018864155272876,0.023206118940881426
2014-06-30,0.02994126034996014,0.02944126034996014,0.0262121778190334,0.020644911531122245
2014-07-31,-0.008858491639615274,-0.009108491639615274,-0.01994693102960543,-0.013437364873336688
2014-08-31,0.0273285026231882,0.0273285026231882,0.0415082993865068,0.03946335313826843
2014-09-30,-0.041342169928106964,-0.041342169928106964,-0.0209664668748466,-0.013796251873505416
2014-10-31,0.0440212647304965,0.0435212647304965,0.027459463074885226,0.023551083647956883
2014-11-30,0.03579550231132311,0.03529550231132311,0.02480289454107587,0.027471798189148577
2014-12-31,-0.0015329421460243409,-0.0015329421460243409,-0.00038330321809820767,-0.0025363711935718625
2015-01-31,-0.05230849641114299,-0.05230849641114299,-0.02735856812387294,-0.029629662916501154
2015-02-28,0.08269538942573318,0.08244538942573318,0.0574201904310363,0.056204617937190005
2015-03-31,-0.019592872136113493,-0.019592872136113493,-0.011628825644763863,-0.015705669523614074
2015-04-30,0.013489349557055552,0.013489349557055552,0.006153970181853818,0.009834225950040798
2015-05-31,0.015849579518434576,0.015849579518434576,0.012973733390801545,0.01285595085408442
2015-06-30,-0.011131872949457278,-0.011631872949457278,-0.016748691285922823,-0.020312199906191042
2015-07-31,0.04325357451425915,0.04325357451425915,0.017006121842536803,0.022589204704832166
2015-08-31,-0.06963759222816746,-0.06963759222816746,-0.0609151190144408,-0.06095016379810947
2015-09-30,-0.027039410830738964,-0.027289410830738964,-0.029229782359106893,-0.025515824029170187
2015-10-31,0.03381482840212213,0.03331482840212213,0.07911283822518755,0.08505978692345617
2015-11-30,-0.0062229352443466945,-0.006472935244346695,0.0060073621872631655,0.003655419970505225
2015-12-31,0.023202761513271053,0.023202761513271053,-0.021234229144217243,-0.01728260080571986
2016-01-31,-0.035921480704599495,-0.035921480704599495,-0.05723894714150424,-0.0497866912453655
2016-02-29,0.011263423405720507,0.011013423405720507,-0.00010130007265340968,-0.0008262981050735085
2016-03-31,0.07897615491771626,0.07847615491771626,0.0710987491293642,0.0672662998985909
2016-04-30,-0.01891567736623001,-0.01891567736623001,0.006582768933621308,0.003941147125003042
2016-05-31,-0.0018844059519797507,-0.002134405951979751,0.0173442920490241,0.017011318508744155
2016-06-30,-0.003322830818802025,-0.0035728308188020252,0.002734301173209719,0.0034761814211445863
2016-07-31,0.011820354637540331,0.011570354637540331,0.03975360106343784,0.03647112022795773
2016-08-31,0.010550958714543035,0.010300958714543035,0.0020643992085533913,0.0011977130833220606
2016-09-30,0.01143961855109965,0.01143961855109965,0.0019910369303999254,5.793104903162316e-05
2016-10-31,-0.017858619786381424,-0.018108619786381425,-0.021916708372208382,-0.0173371900157705
2016-11-30,0.07100542872849613,0.07075542872849613,0.04490747213394375,0.03683854100543882
2016-12-31,0.020312936927405767,0.020062936927405767,0.0198667013771614,0.020271848975630835
2017-01-31,-0.014774626089012366,-0.015024626089012366,0.018556973431741675,0.01789481085363276
2017-02-28,0.04594824073466064,0.04569824073466064,0.03694884792637132,0.03929145226136077
2017-03-31,-0.0036504219165420793,-0.0039004219165420795,0.0005522498646417517,0.0012498420838016333
2017-04-30,0.00582161660038466,0.00582161660038466,0.010633014295500232,0.009925936768982346
2017-05-31,0.013818250863919912,0.013818250863919912,0.010113423959065893,0.014113004816598496
2017-06-30,-0.007302946170047175,-0.007552946170047176,0.009472989318374703,0.006375162535699586
2017-07-31,0.01622634675966983,0.01572634675966983,0.018802969513963763,0.020554354548584453
2017-08-31,0.025203211493040167,0.025203211493040167,0.0014982115656623218,0.0029175163461099274
2017-09-30,0.029754416298322872,0.02925441629832287,0.024400690662272018,0.020149113284512188
2017-10-31,0.015716900181522164,0.015216900181522164,0.021695493150211576,0.023564205616126488
2017-11-30,0.024362293830567094,0.023862293830567094,0.03030319812844451,0.030566159251778746
2017-12-31,0.012169546924255203,0.012169546924255203,0.01161049662204161,0.01212778026630179
2018-01-31,0.06796775892780749,0.06796775892780749,0.05231317919097078,0.05635919216126961
2018-02-28,-0.019390653900485222,-0.019640653900485222,-0.037595863835212295,-0.03636036072918758
2018-03-31,-0.013347216501689518,-0.013847216501689519,-0.019631858922247725,-0.02741061602641226
2018-04-30,0.012202240494704308,0.011702240494704308,0.004494319455699447,0.005168414228888363
2018-05-31,-0.004615908777713507,-0.005115908777713507,0.02721352326620119,0.024308612966591703
2018-06-30,0.0015321307488486147,0.0010321307488486147,0.007036042319741531,0.005751343479538429
2018-07-31,0.019447793012689618,0.019197793012689618,0.03318385881187802,0.037046613477048185
2018-08-31,0.05851846894641122,0.05851846894641122,0.03432383002022399,0.03191987911737448
2018-09-30,0.0025560631252553034,0.0025560631252553034,0.0019604443291301177,0.0059449122920332
2018-10-31,-0.023881076678425928,-0.024381076678425928,-0.07410591729767213,-0.06910414517819685
2018-11-30,0.05177876623344113,0.05177876623344113,0.020135547742413218,0.018549392978577828
2018-12-31,-0.09134086255426166,-0.09134086255426166,-0.09176132290268157,-0.08804832786406913
2019-01-31,0.018640177201973418,0.018140177201973418,0.08540282213364803,0.08006556054573721
2019-02-28,0.038410748417443186,0.037910748417443185,0.03558819559052018,0.03241595037394074
2019-03-31,0.018095810500998066,0.017845810500998066,0.01416698725436727,0.018100070117780254
2019-04-30,0.059140960886250316,0.058890960886250315,0.039251006387263754,0.040853021835406844
2019-05-31,-0.0813431529989771,-0.0813431529989771,-0.06449924181844569,-0.06377141436615852
2019-06-30,0.08377124981182626,0.08377124981182626,0.07078142985252134,0.06958658772311455
2019-07-31,0.023866554544060725,0.023866554544060725,0.014124941121704149,0.01511927086409548
2019-08-31,-0.012397577294853912,-0.012397577294853912,-0.02082663821818176,-0.016743570488932824
2019-09-30,0.014221395034658801,0.014221395034658801,0.017792972219503156,0.019457960609065905
2019-10-31,0.03199601294357668,0.03174601294357668,0.021059511670176168,0.022104797151717648
2019-11-30,0.05209288209315832,0.05209288209315832,0.03787808507138268,0.03619826490039202
2019-12-31,0.034649341001782186,0.034649341001782186,0.028041004433635663,0.02905538268203367
2020-01-31,0.006642739015652821,0.006642739015652821,-0.0006109773420380771,-0.0004038059700871566
2020-02-29,-0.09274651058172062,-0.09274651058172062,-0.07999025110061042,-0.07916555927242275
2020-03-31,-0.1174563133535298,-0.1177063133535298,-0.1388569940182347,-0.12487138221696192
2020-04-30,0.16309492644198686,0.16309492644198686,0.13133202577919167,0.12698356433069824
2020-05-31,0.06842960488638772,0.06842960488638772,0.05396304380159478,0.04764525447247525
2020-06-30,0.05011467491352106,0.05011467491352106,0.022981635664439004,0.01773428065784821
2020-07-31,0.06479535038683437,0.06479535038683437,0.05743340668705854,0.05889226369388645
2020-08-31,0.10717777225166791,0.10717777225166791,0.0710487093794212,0.06979656935006617
2020-09-30,-0.035992561568283676,-0.035992561568283676,-0.03537594814382106,-0.037443469316875144
2020-10-31,-0.038662720384712745,-0.038662720384712745,-0.01949359680362106,-0.02493370221777136
2020-11-30,0.10689409276594741,0.10689409276594741,0.11803082243188534,0.10877673265790544
2020-12-31,0.039847300386677054,0.039847300386677054,0.046763383955021,0.03704846609335277
2021-01-31,-0.0003664251426706011,-0.0003664251426706011,-0.003339620859871162,-0.010190101955521058
2021-02-28,0.004171315577308099,0.004171315577308099,0.03139353566726788,0.027805254778851873
2021-03-31,0.044116960435483965,0.043616960435483965,0.03647903043724088,0.04539926399422378
2021-04-30,0.03581565535988551,0.03581565535988551,0.050365391943042015,0.05291057595735893
2021-05-31,0.05240388134861429,0.05240388134861429,0.004560039680451267,0.00656621198634344
2021-06-30,0.0059726606140297345,0.0059726606140297345,0.024819963278446266,0.022427134332970056
2021-07-31,-0.04389838474585056,-0.04389838474585056,0.01736838485490777,0.02441258250725653
2021-08-31,0.04353622534478285,0.04328622534478285,0.02858515868904843,0.02975993907280361
2021-09-30,-0.03841222882244405,-0.03841222882244405,-0.04464149166646192,-0.04660547704326179
2021-10-31,0.08801212080599696,0.08776212080599696,0.06687376148982827,0.07016345921938205
2021-11-30,-0.05362093889021685,-0.05362093889021685,-0.014604674894101,-0.008034916411653215
2021-12-31,0.031153627507794268,0.030903627507794268,0.03793031404825986,0.046247935580096655
2022-01-31,0.05965300340882512,0.05965300340882512,-0.06059476044561185,-0.05274131324226283
2022-02-28,-0.016573242714183423,-0.017073242714183423,-0.02486653917857362,-0.029517125658231502
2022-03-31,0.04604300522785432,0.045543005227854316,0.03259936724238832,0.037590463543415886
2022-04-30,-0.04594235630470489,-0.04644235630470489,-0.09131634273534706,-0.08776896103095588
2022-05-31,0.0011260492919462073,0.0008760492919462073,-0.0025136430694021605,0.002257212867133651
2022-06-30,-0.037517469817303584,-0.037767469817303584,-0.08231278777912376,-0.08246033501617922
2022-07-31,0.043236734019200584,0.042986734019200584,0.09346841705578912,0.09208731718815
2022-08-31,-0.026215072086117897,-0.026465072086117897,-0.037284820303038146,-0.04080192582726849
2022-09-30,-0.09706915738345806,-0.09731915738345806,-0.09230498229248874,-0.09244608407498522
2022-10-31,0.047426901255143705,0.046926901255143705,0.08112780070039882,0.08127582452206394
2022-11-30,0.05420384958930713,0.05395384958930713,0.05169304697239685,0.05559133652290371
2022-12-31,-0.023026155779157287,-0.023026155779157287,-0.05855258098967042,-0.05762808986077694
2023-01-31,-0.014597032287036182,-0.014597032287036182,0.06925048892184571,0.06288730283874155
2023-02-28,-0.034802694705621695,-0.034802694705621695,-0.024017978000809626,-0.025142810570443763
2023-03-31,0.029336223900383707,0.029086223900383706,0.02707108429121141,0.03707794399192643
2023-04-30,-0.0064270688021881295,-0.00692706880218813,0.010779172943146564,0.015974996697359245
2023-05-31,-0.0055720478353464276,-0.005822047835346428,0.004265334337847371,0.004616047664556255
2023-06-30,0.011468073185845362,0.010968073185845362,0.06728720773389907,0.06479987277566668
2023-07-31,0.016000425953491826,0.015750425953491826,0.03663507336807559,0.03273325825695461
2023-08-31,-0.02323946126762466,-0.02323946126762466,-0.019312325917479334,-0.016251943528180934
2023-09-30,-0.015190732264462381,-0.015440732264462381,-0.0480109476644478,-0.04743453935938413
2023-10-31,-0.014646666699979216,-0.014646666699979216,-0.026458312964252606,-0.021708515210485113
2023-11-30,0.0324399179106315,0.0324399179106315,0.09415360476348034,0.09134377224059609
2023-12-31,0.051574288274318536,0.051074288274318536,0.05293891019272978,0.0456553235023327
2024-01-31,-0.008554724964746852,-0.008554724964746852,0.011171045947283131,0.015926387625107674
2024-02-29,0.043904742931993423,0.04365474293199342,0.0529870428769077,0.05218696247182564
2024-03-31,0.02605138843214061,0.02580138843214061,0.03259694586513029,0.03270183452575459
2024-04-30,-0.04970130403246692,-0.04995130403246692,-0.04343974193001521,-0.040319571262241616
2024-05-31,0.05698630962007134,0.05648630962007134,0.047584687488120725,0.050579787626914285
2024-06-30,0.03476757943074393,0.03426757943074393,0.03078911083271252,0.03527997366128366
2024-07-31,0.015565882666623954,0.015565882666623954,0.018915245836649053,0.012109231177765745
2024-08-31,0.02635873893979135,0.02635873893979135,0.021315694399732354,0.023365508999098505
2024-09-30,0.01401569519052831,0.01376569519052831,0.020308507219481964,0.021004777672464447
2024-10-31,0.006854252867772304,0.006854252867772304,-0.00752211281818882,-0.008923646360100457
2024-11-30,0.09023928497019207,0.09023928497019207,0.06700329538185268,0.059633309413379854
2024-12-31,-0.02173983716611183,-0.02198983716611183,-0.03040456763624788,-0.02406006954082074
2025-01-31,0.01635744192798816,0.01585744192798816,0.030330373002535937,0.026856345883270905
2025-02-28,-0.028012532245318633,-0.028512532245318634,-0.01888818587885177,-0.012694736490296177
2025-03-31,-0.0625499015798221,-0.0625499015798221,-0.05855328903334012,-0.055719310915217646
2025-04-30,-0.07982846231434548,-0.08007846231434548,-0.007349608673250518,-0.008670167189502642
2025-05-31,0.06676010601804805,0.06651010601804805,0.06253191024352356,0.06284505165897136
2025-06-30,0.033621421017870134,0.033621421017870134,0.051633824640206605,0.051386230006752465
2025-07-31,0.033995710640792653,0.03374571064079265,0.02290006592016569,0.023031446515753284
2025-08-31,-0.0005519282518959834,-0.0005519282518959834,0.023513189412821323,0.02051948404438786
2025-09-30,0.05562542889199573,0.05537542889199573,0.03419942239229745,0.03562043418529992
2025-10-31,0.0339904007277273,0.0339904007277273,0.022092190994791316,0.02383739357630099
2025-11-30,-0.03127668206466633,-0.03127668206466633,0.0026533708289380176,0.0019500049129079766
2025-12-31,0.009758692300086858,0.009758692300086858,-0.0002646349083477162,0.0007975029584423865
